"","DHSYEAR","DHSCLUST","DHSQUARTER","LONGNUM","LATNUM","riots_present_number_of_conflicts","riots_future_number_of_conflicts"
"137",2011,172,3,32.570551,0.786689,0,0
"138",2011,175,3,32.055834,0.409905,0,0
"139",2011,176,3,32.187429,0.407359,0,0
"140",2011,178,3,32.087098,0.435191,0,0
"141",2011,180,3,32.219317,0.419909,0,0
"142",2011,182,3,31.984033,0.307526,0,0
"143",2011,184,3,31.375182,0.569886,0,0
"144",2011,185,3,31.272047,0.387282,0,0
"145",2011,187,4,31.439357,0.559676,0,0
"146",2011,189,4,31.271198,0.367059,0,0
"147",2011,191,4,31.840472,0.367841,0,0
"148",2011,193,4,31.662434,0.465854,0,0
"149",2011,195,3,32.750749,0.431072,0,0
"150",2011,195,4,32.750749,0.431072,0,1
"151",2011,196,4,32.743198,0.357579,0,2
"152",2011,197,4,33.146853,0.42663,0,0
"153",2011,198,4,32.710056,0.355982,0,2
"154",2011,200,4,32.913428,0.248471,0,0
"155",2011,202,4,33.009498,0.424213,0,0
"156",2011,204,4,33.109677,0.412782,0,0
"157",2011,207,4,33.319904,0.142807,0,0
"158",2011,208,4,32.689915,0.401919,0,2
"159",2011,211,4,32.80887,0.374188,0,1
"160",2011,212,4,32.843806,0.393434,0,0
"161",2011,214,4,32.806294,0.648913,0,0
"162",2011,217,4,32.834001,0.714486,0,0
"163",2011,221,4,32.300107,0.562356,0,0
"164",2011,222,4,32.462869,1.318664,0,0
"165",2011,223,4,32.539804,1.033063,0,0
"166",2011,224,4,32.351908,1.538981,0,0
"167",2011,226,3,33.770965,0.57399,0,0
"168",2011,228,3,33.843369,0.456971,0,0
"169",2011,230,3,33.87628,0.437531,0,0
"170",2011,232,3,33.874543,0.343958,0,0
"171",2011,234,3,33.865912,0.562239,0,0
"172",2011,237,4,33.69437,-0.114633,0,0
"173",2011,238,4,33.763475,0.220286,0,0
"174",2011,239,3,33.472354,0.604234,0,0
"175",2011,240,3,33.622051,0.779776,0,0
"176",2011,242,3,33.558323,0.591379,0,0
"177",2011,243,3,33.564024,0.488264,0,0
"178",2011,246,3,33.714701,0.870756,0,0
"179",2011,250,2,33.603116,0.681781,0,0
"180",2011,252,2,33.530474,0.713404,0,0
"181",2011,254,3,33.35121,0.67762,0,0
"182",2011,256,3,33.272335,0.689765,0,0
"183",2011,259,2,33.385146,0.630361,0,0
"184",2011,260,2,33.198161,0.460316,0,0
"185",2011,261,2,33.2257,0.437969,0,0
"186",2011,262,2,33.210931,0.468878,0,0
"187",2011,262,3,33.210931,0.468878,0,0
"188",2011,263,3,33.237719,0.457212,0,0
"189",2011,266,2,33.197731,0.518711,0,0
"190",2011,269,3,33.111307,0.62907,0,0
"191",2011,271,3,33.23018,0.579556,0,0
"192",2011,274,4,33.216531,1.049169,0,0
"193",2011,276,4,33.327392,1.298944,0,0
"194",2011,278,4,32.995319,1.374958,0,0
"195",2011,280,4,33.253499,0.854025,0,0
"196",2011,282,4,33.184703,0.87463,0,0
"197",2011,284,4,33.21317,0.97447,0,0
"198",2011,287,3,33.509117,0.964341,0,0
"199",2011,289,3,33.436982,1.217782,0,0
"200",2011,291,3,33.098299,0.695844,0,0
"201",2011,293,3,33.097753,0.771282,0,0
"202",2011,294,3,33.73468,0.802777,0,0
"203",2011,295,3,33.692326,0.841287,0,0
"204",2011,297,4,33.398802,0.434793,0,0
"205",2011,299,4,33.503567,0.355663,0,0
"206",2011,302,3,34.008079,0.354998,0,0
"207",2011,305,3,34.047757,0.386814,0,0
"208",2011,306,3,34.774664,1.249232,0,0
"209",2011,308,3,34.366929,1.334351,0,0
"210",2011,309,3,34.152051,1.08188,0,0
"211",2011,310,3,34.213475,1.077355,0,0
"212",2011,312,3,34.361432,0.790028,0,0
"213",2011,313,3,34.369182,0.91084,0,0
"214",2011,315,3,34.318798,0.982888,0,0
"215",2011,317,2,34.220413,1.029352,0,0
"216",2011,319,2,34.162559,0.980725,0,0
"217",2011,321,3,34.443812,1.001119,0,0
"218",2011,323,3,33.686825,1.18255,0,0
"219",2011,325,3,33.879648,1.141066,0,0
"220",2011,327,3,33.853513,1.007753,0,0
"221",2011,328,3,33.585401,1.235212,0,0
"222",2011,331,3,34.076859,1.06771,0,0
"223",2011,332,3,34.282622,1.144695,0,0
"224",2011,333,2,34.369168,1.151679,0,0
"225",2011,335,2,34.268296,1.138277,0,0
"226",2011,335,3,34.268296,1.138277,0,0
"227",2011,338,2,34.188347,0.676497,0,0
"228",2011,339,3,33.886174,0.709386,0,0
"229",2011,340,3,33.940027,0.900754,0,0
"230",2011,342,3,34.234604,0.648191,0,0
"231",2011,345,2,33.994059,0.629127,0,0
"232",2011,346,2,34.077778,0.812973,0,0
"233",2011,348,3,33.84554,2.009065,0,0
"234",2011,349,3,33.641947,2.13719,0,0
"235",2011,351,3,34.019736,1.261163,0,0
"236",2011,353,3,34.17136,1.251357,0,0
"237",2011,354,3,33.230352,1.914751,0,0
"238",2011,356,3,33.340483,1.715493,0,0
"239",2011,358,3,33.748627,2.004497,0,0
"240",2011,361,3,33.931845,2.034626,0,0
"241",2011,362,3,33.942327,1.489708,0,0
"242",2011,364,2,33.872068,1.277344,0,0
"243",2011,367,2,33.814327,1.576364,0,0
"244",2011,369,3,33.193438,1.882583,0,0
"245",2011,372,4,33.471721,1.445355,0,0
"246",2011,374,4,33.603467,1.846912,0,0
"247",2011,376,3,33.495888,1.82813,0,0
"248",2011,378,4,32.843172,2.161698,0,0
"249",2011,380,4,32.626881,2.230225,0,0
"250",2011,382,4,32.786376,2.129171,0,0
"251",2011,384,4,32.632011,2.089716,0,0
"252",2011,386,4,32.376165,1.793301,0,0
"253",2011,387,4,32.493305,2.023405,0,0
"254",2011,389,4,32.351018,1.8399,0,0
"255",2011,390,4,32.314369,2.207274,0,0
"256",2011,392,4,32.517867,2.154008,0,0
"257",2011,393,4,32.538077,2.313664,0,0
"258",2011,395,4,32.512654,2.494387,0,0
"259",2011,397,2,32.266599,2.773405,1,0
"260",2011,398,2,32.288053,2.768075,1,0
"261",2011,399,2,32.309693,2.767147,1,0
"262",2011,403,3,32.052909,3.461403,0,0
"263",2011,404,3,32.149082,3.074264,0,0
"264",2011,404,4,32.149082,3.074264,0,0
"265",2011,406,4,32.154984,3.012798,0,0
"266",2011,408,3,32.37613,2.536799,0,0
"267",2011,410,3,32.550714,2.703607,0,0
"268",2011,411,3,32.875174,3.297082,0,0
"269",2011,412,3,32.856479,3.250455,0,0
"270",2011,414,3,33.10992,3.174273,0,0
"271",2011,417,3,32.632351,3.58296,0,0
"272",2011,419,4,32.891329,2.245613,0,0
"273",2011,420,4,32.900965,2.255679,0,0
"274",2011,421,4,32.889514,2.248977,0,0
"275",2011,422,4,32.875979,2.228482,0,0
"276",2011,426,4,32.921807,2.271383,0,0
"277",2011,429,4,32.844373,2.485268,0,0
"278",2011,431,4,32.974363,2.410778,0,0
"279",2011,433,4,32.854697,1.723559,0,0
"280",2011,437,4,33.216649,2.363743,0,0
"281",2011,440,4,33.277624,2.506166,0,0
"282",2011,443,3,32.663376,2.985795,0,0
"283",2011,445,3,32.909704,2.890781,0,0
"284",2011,446,3,33.021183,2.937021,0,0
"285",2011,448,3,33.282552,2.833185,0,0
"286",2011,450,4,33.405019,3.086489,0,0
"287",2011,452,3,34.116785,3.022794,0,0
"288",2011,453,3,34.224891,3.719369,0,0
"289",2011,454,3,34.106795,3.642466,0,0
"290",2011,454,4,34.106795,3.642466,0,0
"291",2011,455,4,33.91653,3.630393,0,0
"292",2011,456,4,34.054474,2.9995,0,0
"293",2011,457,4,33.749376,3.760143,0,0
"294",2011,458,3,34.098312,3.596187,0,0
"295",2011,459,4,34.006981,3.573968,0,0
"296",2011,461,4,34.084256,3.441067,0,0
"297",2011,462,4,34.153579,3.371513,0,0
"298",2011,463,4,34.154238,3.585911,0,0
"299",2011,464,4,34.084796,3.512753,0,0
"300",2011,465,3,34.093808,3.044546,0,0
"301",2011,466,3,34.12399,3.042852,0,0
"302",2011,467,3,34.10302,2.917659,0,0
"303",2011,468,3,34.137801,2.963157,0,0
"304",2011,469,3,34.059947,3.105581,0,0
"305",2011,470,4,33.657362,2.620998,0,0
"306",2011,471,4,33.601392,2.511105,0,0
"307",2011,472,4,33.862203,2.580898,0,0
"308",2011,473,3,34.266687,1.985783,0,0
"309",2011,474,3,34.327921,2.482738,0,0
"310",2011,475,2,34.565053,2.385044,0,0
"311",2011,476,2,34.528628,2.366751,0,0
"312",2011,477,2,34.465135,2.432525,0,0
"313",2011,478,3,34.717003,2.552455,0,0
"314",2011,479,3,34.561401,2.72376,0,0
"315",2011,480,3,34.599746,2.567598,0,0
"316",2011,481,4,34.935044,1.942766,0,0
"317",2011,482,4,34.681239,1.846083,0,0
"318",2011,483,4,34.563683,1.858768,0,0
"319",2011,484,4,34.464463,1.91437,0,0
"320",2011,485,4,34.993543,1.863445,0,0
"321",2011,486,4,34.757981,1.480831,0,0
"322",2011,488,4,31.800388,3.395622,0,1
"323",2011,491,4,31.929428,3.421733,0,1
"324",2011,493,4,31.805115,3.221716,0,1
"325",2011,494,4,31.881964,3.363216,0,1
"326",2011,495,4,30.912527,3.025969,0,0
"327",2011,496,4,30.904898,3.038158,0,0
"328",2011,497,3,30.958992,3.408858,0,0
"329",2011,498,4,30.887579,3.033761,0,0
"330",2011,501,4,30.931805,3.073661,0,0
"331",2011,503,4,30.916336,2.993403,0,0
"332",2011,506,3,31.010671,3.480117,0,0
"333",2011,510,4,31.266031,3.071358,0,0
"334",2011,511,3,30.99033,3.287138,0,0
"335",2011,513,3,30.894379,3.284968,0,0
"336",2011,515,3,30.892833,3.27448,0,0
"337",2011,518,4,31.012297,3.058562,0,0
"338",2011,520,4,31.248821,3.200673,0,0
"339",2011,521,4,31.15045,3.267437,0,0
"340",2011,523,3,31.284616,3.070577,0,0
"341",2011,523,4,31.284616,3.070577,0,0
"342",2011,524,4,31.006655,2.811818,0,0
"343",2011,527,2,31.734715,3.674297,0,0
"344",2011,530,2,31.837529,3.573196,0,0
"345",2011,532,2,31.832076,3.674754,0,0
"346",2011,534,2,31.102504,2.489716,0,0
"347",2011,535,2,31.472366,2.473168,0,0
"348",2011,535,3,31.472366,2.473168,0,0
"349",2011,536,3,31.485369,2.453873,0,0
"350",2011,537,3,30.992024,2.432313,0,0
"351",2011,540,3,31.403266,2.726462,0,0
"352",2011,542,3,30.862382,2.378942,0,0
"353",2011,542,4,30.862382,2.378942,0,0
"354",2011,544,3,30.858325,2.596954,0,0
"355",2011,546,3,30.803117,2.498236,0,0
"356",2011,549,2,31.076031,2.409863,0,0
"357",2011,550,2,31.240818,2.562377,0,0
"358",2011,552,3,31.232836,2.44372,0,0
"359",2011,554,3,31.245688,3.473372,0,0
"360",2011,555,3,31.220702,3.499043,0,0
"361",2011,558,3,31.404875,3.392169,0,0
"362",2011,559,3,31.253638,3.573933,0,0
"363",2011,560,3,31.238263,3.346574,0,0
"364",2011,561,4,31.410178,3.310233,0,0
"365",2011,562,3,31.465495,3.485215,0,0
"366",2011,563,2,30.069892,0.71457,0,0
"367",2011,565,2,30.081424,0.689509,0,0
"368",2011,567,2,30.98502,1.489181,0,0
"369",2011,570,3,30.994529,1.536667,0,0
"370",2011,571,2,31.217381,1.579751,0,0
"371",2011,575,2,31.013881,1.206823,0,0
"372",2011,576,2,31.195113,1.316574,0,0
"373",2011,576,3,31.195113,1.316574,0,0
"374",2011,577,4,30.27411,0.575931,0,0
"375",2011,578,3,30.259488,0.557228,0,0
"376",2011,580,4,30.186821,0.468785,0,0
"377",2011,582,3,30.326425,0.665685,0,0
"378",2011,585,3,30.121176,0.623438,0,0
"379",2011,587,4,30.445981,0.216235,0,0
"380",2011,589,4,30.375301,0.210348,0,0
"381",2011,591,4,30.327723,-0.113822,0,0
"382",2011,593,4,30.40788,0.090519,0,0
"383",2011,594,3,30.094937,0.189633,0,0
"384",2011,595,3,30.078548,0.176507,0,0
"385",2011,596,3,29.759365,0.031863,0,0
"386",2011,597,2,29.886201,0.028524,0,0
"387",2011,597,3,29.886201,0.028524,0,0
"388",2011,599,3,29.969078,0.095612,0,0
"389",2011,601,3,30.142057,0.30406,0,0
"390",2011,603,3,30.193858,0.31598,0,0
"391",2011,606,3,31.074298,0.762831,0,0
"392",2011,607,3,31.193115,1.129576,0,0
"393",2011,609,3,31.390817,1.020295,0,0
"394",2011,611,2,31.047971,0.992669,0,0
"395",2011,611,3,31.047971,0.992669,0,0
"396",2011,612,3,30.868969,0.992965,0,0
"397",2011,615,3,31.083914,0.782235,0,0
"398",2011,617,4,30.942167,0.586041,0,0
"399",2011,620,4,30.793307,0.809149,0,0
"400",2011,622,4,30.506152,0.596022,0,0
"401",2011,624,4,30.799467,0.603175,0,0
"402",2011,627,4,31.704277,1.685963,0,0
"403",2011,628,4,32.168239,1.927154,0,0
"404",2011,630,3,31.432294,1.770634,0,0
"405",2011,632,4,31.658522,1.69496,0,0
"406",2011,634,3,31.972857,1.781879,0,0
"407",2011,636,3,32.104979,1.864084,0,0
"408",2011,638,3,30.134746,-0.547324,0,0
"409",2011,639,3,30.381632,-0.417413,0,0
"410",2011,641,3,30.230193,-0.180641,0,0
"411",2011,643,3,30.047626,-0.310162,0,0
"412",2011,646,3,30.060209,-0.547999,0,0
"413",2011,647,3,29.994167,-0.591034,0,0
"414",2011,649,3,30.011972,-0.625313,0,0
"415",2011,651,3,30.367601,-0.624095,0,0
"416",2011,652,3,30.1431,-0.706686,0,0
"417",2011,654,4,29.979579,-1.247377,0,0
"418",2011,657,4,30.143088,-1.279644,0,0
"419",2011,658,4,29.967404,-1.1306,0,0
"420",2011,660,4,29.820608,-1.109841,0,0
"421",2011,662,4,30.04911,-1.133516,0,0
"422",2011,666,3,29.751515,-0.710697,0,0
"423",2011,667,3,29.692924,-0.726025,0,0
"424",2011,668,3,29.861374,-1.00016,0,0
"425",2011,670,2,29.782113,-1.285389,0,0
"426",2011,672,2,29.645205,-1.282571,0,0
"427",2011,673,2,29.6166,-1.279915,0,0
"428",2011,674,3,30.668652,-0.604503,0,0
"429",2011,675,3,30.642833,-0.599312,0,0
"430",2011,677,4,30.834241,-0.893869,0,0
"431",2011,680,3,30.380418,-0.202705,0,0
"432",2011,682,3,30.579238,0.133683,0,0
"433",2011,684,4,30.63917,-0.907899,0,0
"434",2011,686,4,30.665653,-1.010459,0,0
"435",2011,687,4,30.681867,-0.927108,0,0
"436",2011,688,3,30.674883,-0.554126,0,0
"437",2011,689,3,30.567537,-0.375025,0,0
"438",2011,692,4,30.573348,0.133052,0,0
"439",2011,694,4,30.696948,-0.2031,0,0
"440",2011,696,3,30.64669,-0.823093,0,0
"441",2011,700,3,30.163067,-0.899952,0,0
"442",2011,702,2,30.479523,-0.857743,0,0
"443",2011,704,2,30.385931,-0.970732,0,0
"444",2011,706,2,30.107658,-0.952224,0,0
"445",2011,707,3,29.931162,-0.796772,0,0
"446",2011,709,3,29.988417,-0.967814,0,0
"447",2011,712,3,29.938125,-0.688925,0,0
